input,output,label
演播区也可以自动展开，并外接扩展平台，面积50多平方米，可以满足大部分节目的场景要求。,"The broadcast area can also be expanded automatically and is connected to an external expansion platform, covering an area of more than 50 square meters, which can meet the scene requirements of most programs.",1
经多次改进后，1号竖井建设形成了开挖系统、出碴系统、悬吊系统、绞车提升系统等机械化流水线，实现了打眼、爆破、出碴、模板安装、混凝土浇筑等全流程机械化作业，加快了施工进度。,"After several improvements, a mechanized construction line including an excavation system, debris hauling system, suspension system, and winch hoisting system was developed for the construction of No. 1 Shaft to ensure whole-process mechanized operation including drilling, blasting, debris hauling, formwork installation, and concrete pouring, which accelerated the construction progress.",0
欧米茄机械对表怎么样好用吗？,Omega machinery to watch how easy to use?,0
《莱茵邮报》援引警方说法报道称，有线索表明，飞机或在撞上住宅楼前就已解体。,The Rheinische Post quoted police as saying there were indications that the plane may have broken up before hitting the residential building.,1
国家荣誉称号奖章以红色、金色为主色调，章体采用五星、天安门、牡丹、旗帜、光芒等元素，章链采用中国结、花卉等元素，整体使用冷压成型、花丝镶嵌、珐琅等工艺制作，象征国家荣誉称号获得者在各领域各行业作出的重大贡献，彰显示范引领作用，激励全国各族人民不忘初心、牢记使命，为实现中华民族伟大复兴的中国梦而不懈奋斗。,"The medal of National Honorary Titles uses a red-gold color scheme. The body of the medal contains elements such as five stars, the Tiananmen, peony flowers, flags, and light. With elements such as Chinese knots and flowers, the chain incorporates craftsmanship such as cold briquetting, filigree inlay, and enamel, signifying that the recipients have made significant contributions to various fields and occupations. It also manifests the recipients’ leading positions in their fields, and encourages all people of the country to remember their original intention and missions and to work hard for the realization of the Chinese Dream of the rejuvenation of the Chinese nation.",0
多名奥运冠军参加开幕式 观众将和少年合唱团同声合唱《我和我的祖国》,"Several Olympic champions will take part in the opening ceremony. The audience will sing ""Me and My Country"" with the Junior Chorus.",0
受中美关系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大贬，双双跌破1美元兑人民币7.0元关口。,"Influenced by the further rise in tensions between the U.S. and China, the offshore and onshore RMB depreciated significantly against the U.S. dollar during the 22nd session, both falling below the RMB7.0 per dollar mark.",0
你以为我第一次叫外卖？,Do you think I ordered takeaway for the first time?,1
九歌图【正版书籍 闪电发货】,"Painting of the Nine Songs [Authentic book, fast shipping]",1
这是一个约15英尺的船。,This is a boat about 15 feet.,1
正因如此，法国媒体评价他是“法国在世界舞台上的杰出代表 ” 。,"For this reason, the French media rated him as ""an outstanding representative of France on the world stage"".",1
"据悉,第二部中“核弹”元素的加入,也让此次拆弹专家面临的挑战更为艰难,预告里几个惊鸿一瞥的镜头,已令人心悬一线,大爆炸的蘑菇云,被火光吞没的机场,场面相当震撼。","It is reported that the addition of the ""nuclear bomb"" element in the second part also makes the challenge faced by the bomb disposal experts more difficult.",0
要坚持精准发力，强化真改实改，切实把“改”字贯穿始终。,"We should adhere to precise efforts, strengthen the real reform and reform, and earnestly put the word ""change"" throughout.",0
这是相互信任指数。,This is the mutual trust index.,1
根据规定，社保基金会等承接主体作为财务投资者，享有所划入国有股权的收益权、处置权和知情权。,"According to the regulation, as financial investors, the undertaking entities such as SSF enjoy the right to earn, dispose and know in terms of the state-owned equity they receive.",1
三一集团投资150亿元，在株洲发展智慧钢铁产业、石油智能装备与区域研发中心（总部基地 ） 、 工程机械二手车市场等产业项目，预计年综合产值将超过2000亿元。,"Sany Group invested 15 billion yuan to develop industrial projects such as the smart steel industry, petroleum intelligent equipment and regional R&D center (headquarters base), and construction machinery used car market in Zhuzhou. It is expected that the annual comprehensive output value will exceed 200 billion yuan.",0
74年前的1946年1月23日， 老越战斗联盟的28名战士在进攻Phonehe据点时英勇牺牲。,"Seventy-four years ago, on January 23, 1946, 28 soldiers of the Lao Vietnam Battle Alliance died heroically while attacking Phonehe stronghold.",1
中国和广大非洲国家都是发展中国家，我们要坚持把经济社会发展放在第一位，相互支持各自选择的发展道路。,China and the vast majority of African countries are developing countries. We should put economic and social development first and support each other's chosen development path.,1
